证券代码,证券简称,"广告宣传推广费(销售费用)
[报告期] 2011年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2013年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2016年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2017年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2018年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2019年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2020年报
[报表类型] 合并报表
[单位] 元","所属证监会行业名称
[交易日期] 最新收盘日
[行业级别] 门类行业"
000598.SZ,兴蓉环境,,"873,404.0000","790,568.2000","813,397.4000","565,320.2600","303,377.3600","428,765.7700","464,821.0600","344,939.9000","221,274.3200",电力、热力、燃气及水生产和供应业
000599.SZ,青岛双星,,"42,251,958.3700","12,380,319.6600","10,284,555.3100","11,435,875.3700","17,203,201.9700","19,187,081.0200","13,704,069.2700","20,027,506.9300","20,971,111.3100",制造业
000600.SZ,建投能源,,,,,,,,,,,电力、热力、燃气及水生产和供应业
000601.SZ,韶能股份,,"287,607.7300","260,755.1300","673,503.7700","1,830,542.0400","1,954,885.1300","5,276,306.6300","1,853,490.9300","983,192.5200","840,230.7300",电力、热力、燃气及水生产和供应业
000603.SZ,盛达资源,,,,,,,,,,,采矿业
000605.SZ,渤海股份,,"612,559.8400","679,614.8100","78,000.0000","58,000.0000","66,274.8800","21,171.9800","2,600.0000","86,268.0000","3,024,582.5300",电力、热力、燃气及水生产和供应业
000606.SZ,ST顺利,,"44,315.0000","52,600.0000","77,652.2600","129,010.0000","3,521,045.2800","83,410,638.4600","7,404,152.5200","17,657,154.9500","42,631,690.3200",信息传输、软件和信息技术服务业
000607.SZ,华媒控股,,"46,744,777.4700","63,506,698.0400","2,304,223.7800","1,916,226.3700","5,825,882.7700","3,315,133.3100","7,616,175.0500","9,761,848.5300","10,505,899.3700",文化、体育和娱乐业
000608.SZ,阳光股份,,"38,714,000.0000","60,857,000.0000","115,485,000.0000","24,288,000.0000","20,778,000.0000","9,350,000.0000","5,276,000.0000","2,496,000.0000","4,742,672.3000",房地产业
000609.SZ,*ST中迪,,"11,128,185.0200","4,986,899.4700","5,183,136.5000","6,426,330.9600","2,674,060.5700","1,391,875.5200","24,893,072.9400","22,355,779.3100","6,667,710.3200",综合
000610.SZ,西安旅游,,"618,846.0000","854,867.3700","481,825.9200","412,483.3500","1,561,198.8100","1,007,781.1200","702,158.1100","544,464.6000","464,138.4300",水利、环境和公共设施管理业
000611.SZ,*ST天首,,,,,,,,,,,制造业
000612.SZ,焦作万方,,,,"1,000,000.0000",0.0000,"29,126.2100","4,000.0000","18,867.9200","14,150.9400",0.0000,制造业
000613.SZ,*ST东海A,,,,,,,,,,"83,877.7800",住宿和餐饮业
000615.SZ,奥园美谷,,,,,"7,421,804.9700","6,227,651.2200","16,464,572.7800","14,139,947.2100","18,984,750.1500","10,052,967.7200",房地产业
000616.SZ,ST海投,,"101,994,710.4700","66,737,896.0900","36,501,045.5700","23,653,621.0600","9,398,702.6000","4,885,930.3600","861,930.5300","174,468.0800","158,901.3900",房地产业
000617.SZ,中油资本,,0.0000,,,,,,,,,金融业
000619.SZ,海螺型材,,"2,203,631.5400","2,430,954.3400","5,078,559.1500","7,865,544.9700","6,851,162.7100","6,141,307.3600","4,168,209.2200","5,017,989.9400","4,015,626.9800",制造业
000620.SZ,新华联,,"74,261,630.2500","89,118,844.1700","120,149,190.9400","139,943,983.6700","240,410,024.8700","248,933,185.1900","568,618,228.7300",,"305,168,115.0100",房地产业
000622.SZ,恒立实业,,,,,"33,915.0900",0.0000,,,,,制造业
000623.SZ,吉林敖东,,"331,323,554.6300","447,747,556.0300","545,016,673.6500","557,269,162.3400","626,629,892.2900","635,347,794.1200","746,613,288.8600","691,388,028.7600","367,295,194.6300",制造业
000625.SZ,长安汽车,,"533,025,344.5400","1,020,048,071.1000","1,505,767,457.4100","1,759,157,593.6700","2,066,751,277.8100","365,811,339.5300",,,,制造业
000626.SZ,远大控股,,,,,,,,,,,批发和零售业
000627.SZ,天茂集团,,,,,,,,,,,金融业
000628.SZ,高新发展,,"31,017,318.7100","24,536,010.1100","5,796,237.4400","5,165,597.5800","2,071,993.0200","878,339.9700","2,578,894.2700","1,559,035.0100","888,713.5400",建筑业
000629.SZ,攀钢钒钛,,,,,,,,"539,415.3200","2,129,665.6800","270,039.8200",制造业
000630.SZ,铜陵有色,,,,,,,,,,,制造业
000631.SZ,顺发恒业,,"19,650,931.6700","33,004,543.3100","37,388,971.1400","36,001,339.7400","22,137,299.9200","10,954,010.4300","8,958,239.8000","2,589,314.4300","4,944,234.5000",房地产业
000632.SZ,三木集团,,"9,843,702.1100","14,643,144.2500","18,630,742.3700","19,407,014.5800","20,452,317.3300","15,164,003.9900","16,697,819.9800","11,254,674.7100","10,024,801.0500",批发和零售业
000633.SZ,合金投资,,0.0000,,,,,,,,,制造业
000635.SZ,英力特,,,,,,,,,,,制造业
000636.SZ,风华高科,,,,,,,,,,,制造业
000637.SZ,茂化实华,,,,,,,,,,,制造业
000638.SZ,万方发展,,"1,884,915.4000","38,800.0000","100,000.0000","2,790.0000","112,045.7500","332,484.7200","1,058,755.5100","1,693,256.2300","614,167.6700",信息传输、软件和信息技术服务业
000639.SZ,西王食品,,"107,794,473.8100","159,589,785.9200","158,223,788.0600","228,541,314.7100","318,581,433.0800","606,195,877.1800","603,723,521.7600","580,153,571.4600","514,632,433.7900",制造业
000650.SZ,仁和药业,,"88,021,963.3100","61,946,740.7600","54,279,090.4900","51,498,819.1700","30,237,833.2300","204,490,276.7200","261,700,089.6900","213,838,339.4100","168,132,150.1300",制造业
000651.SZ,格力电器,,,,,,,,,,,制造业
000652.SZ,泰达股份,,"1,139,763.5900","13,114,419.8600","26,878,134.5000","8,646,363.0700","17,375,763.6800","13,538,665.6600","24,946,387.9400","26,983,555.3500","11,408,498.0100",批发和零售业
000655.SZ,金岭矿业,,,,,,,,,,,采矿业
000656.SZ,金科股份,,"292,242,886.4200","344,685,349.8700","316,126,287.1000","318,391,728.3500","454,077,752.2100","997,250,823.8900","1,317,039,545.7400","2,357,328,695.2800","1,558,274,399.7200",房地产业
000657.SZ,中钨高新,,,"12,997,454.4300","16,071,866.2800","10,441,128.7200","15,926,264.7100","16,496,615.4200","20,682,308.7100","20,620,385.4200","13,184,069.2000",制造业
000659.SZ,珠海中富,,,,,,,,,,,制造业
000661.SZ,长春高新,,"81,360,752.7700","68,831,420.4800","92,288,206.3200","106,490,116.5300","138,017,182.3500","187,441,852.1100","29,797,645.7100","41,490,352.1800","66,371,525.6800",制造业
000663.SZ,*ST永林,,,,,"2,011,194.1200","5,854,931.9400","1,227,792.8500","6,095,371.4400","478,672.5100","119,690.4200",制造业
000665.SZ,湖北广电,,,,,,"35,076,392.7900","47,860,001.8100","40,860,284.0300","40,107,173.5200","29,288,827.7900",文化、体育和娱乐业
000666.SZ,经纬纺机,,"18,927,744.1500","10,045,504.0800","19,100,693.2900","13,954,687.9900","15,535,191.2300","6,477,826.1300","13,259,336.7500","10,237,168.2000","3,796,408.5600",金融业
000667.SZ,美好置业,,"46,064,299.5900","80,416,302.7500","74,179,514.9300","59,361,803.3400","84,952,727.9500","93,436,377.9100","51,235,178.3500",,"57,483,495.7800",房地产业
000668.SZ,荣丰控股,,,"507,926.8000","205,307.9700","341,800.0000","44,070.0000","1,033,142.4000","657,542.9100","47,515.3000","1,099,176.6000",房地产业
000669.SZ,*ST金鸿,,"308,373.7700","490,487.7500","1,575,935.1500","713,432.4900","700,855.1000","1,453,411.0500","1,511,478.7900","1,462,221.2600","1,571,466.5400",电力、热力、燃气及水生产和供应业
000670.SZ,*ST盈方,,,,"867,176.3600","16,495.6800","238,717.6600","650,231.1600","1,039,967.1100","42,997.7800",0.0000,制造业
000671.SZ,阳光城,,"55,089,580.7600","189,339,366.9100","234,714,979.2500","211,908,134.1000","174,811,461.0400","261,716,365.6400","329,082,614.5500","532,048,546.0400","510,497,337.6400",房地产业
000672.SZ,上峰水泥,,,,"696,113.9800","315,902.0900","3,659,569.0700","3,314,824.8700","1,362,768.4000","2,553,061.5600","2,139,687.9300",制造业
000673.SZ,*ST当代,,,"705,560.0000","130,313.8900","1,084,408.9500","1,092,924.9300","8,092,843.7800","4,977,380.2000","17,690,797.9200","3,825,949.2300",文化、体育和娱乐业
000676.SZ,智度股份,,"2,505,874.7600","905,762.2300","2,756,603.0400","2,971,888.7900","8,232,012.5100","8,436,091.9000","10,420,610.2600","23,247,003.4300","18,171,098.7200",信息传输、软件和信息技术服务业
000677.SZ,恒天海龙,,"101,800.0000","97,086.8700","403,702.5300",,,,,,,制造业
000678.SZ,襄阳轴承,,"394,085.1700","429,076.2500","462,515.8600","315,821.9500","215,607.8300","35,995.2200","730,445.1300","633,155.0600","357,394.2600",制造业
000679.SZ,大连友谊,,"13,377,285.5000","30,433,591.5400","35,981,079.3000","27,494,864.7100","17,790,966.7200","16,304,829.6100","11,446,546.0100","9,605,591.8300","8,577,765.6100",批发和零售业
000680.SZ,山推股份,,"49,584,003.7400","65,539,282.4600","21,334,078.4500","23,195,795.6100","6,790,148.1600","14,844,065.2500","32,612,368.3000","19,774,963.7500","27,062,127.4800",制造业
000681.SZ,视觉中国,,"720,358.1000","661,623.6100","6,433,845.2100","5,860,971.5500","715,237.1700","2,358,005.3300","4,911,619.6100","4,447,043.1400","6,207,757.9600",文化、体育和娱乐业
000682.SZ,东方电子,,"3,924,416.6300","59,497,667.5100","53,865,405.2400","53,131,121.2000","59,295,969.3900","61,662,799.4500","147,817,372.4300","184,145,419.9600","225,150,736.0700",信息传输、软件和信息技术服务业
000683.SZ,远兴能源,,,,,,,,,,"2,695,862.6500",制造业
000685.SZ,中山公用,,"588,866.2800","426,933.0000","390,854.7400","1,102,819.9000","2,098,321.4800","2,991,859.7400","3,302,573.7300","447,516.0800","170,933.9400",电力、热力、燃气及水生产和供应业
000686.SZ,东北证券,,,,,,,,,,,金融业
000687.SZ,*ST华讯,,,,"96,700.0000","874,422.3800","540,302.8200","1,173,847.5500","1,735,501.1400",,"1,059,709.6800",制造业
000688.SZ,国城矿业,,,,,,,,"1,013,592.2400","6,600.0000","10,002.7600",采矿业
000690.SZ,宝新能源,,,,,,,,,,,电力、热力、燃气及水生产和供应业
000691.SZ,亚太实业,,"82,157.0000","12,740.0000","116,320.0000","169,000.0000",0.0000,,"21,000.0000",0.0000,"131,349.6100",制造业
000692.SZ,惠天热电,,,"589,637.9000","324,927.0000","346,297.1600",0.0000,"1,302,407.8900","154,710.0000","434,187.6600","566,203.8000",电力、热力、燃气及水生产和供应业
000695.SZ,滨海能源,,,,,,,"474,098.1000",0.0000,"172,978.0700",,制造业
000697.SZ,炼石航空,,,,,,,"1,568,368.0300",,"2,251,784.0500","992,111.5500",制造业
000698.SZ,沈阳化工,,,,,,,,,,,制造业
000700.SZ,模塑科技,,,,,,"1,435,626.1000","6,254,501.1700","3,592,926.5100","1,973,964.0500","307,690.5300",制造业
000701.SZ,厦门信达,,"25,023,830.0700","76,008,938.7600","80,882,665.2700","108,503,199.0000","104,912,796.8600","107,146,148.2200","144,881,866.7800","146,273,107.6200","77,805,036.6200",批发和零售业
000702.SZ,正虹科技,,"4,374,482.8700","3,397,361.7200","3,092,100.7200","2,751,775.7300","2,357,960.6100","2,599,648.2400","2,397,953.0800","2,444,820.5600","1,468,463.1100",制造业
000703.SZ,恒逸石化,,,,,,,,,,,制造业
000705.SZ,浙江震元,,"24,660,075.8700","29,404,999.9000","38,677,662.7300","44,825,762.0300","59,389,842.9400","101,418,729.6300","225,995,244.6500","280,276,030.6000","307,665,011.3000",批发和零售业
000707.SZ,ST双环,,"19,668,956.3200","10,336,777.3800","19,010,998.0200","16,745,037.1400","18,935,568.7000","18,215,793.5900","10,020,851.3400","992,829.6700","901,995.0000",制造业
000708.SZ,中信特钢,,0.0000,,,,,,,,"13,450,960.6300",制造业
000709.SZ,河钢股份,,,,,,,,,,,制造业
000710.SZ,贝瑞基因,,,,,,,"133,344,887.9700","91,769,349.1800","96,346,810.8500","97,748,685.9300",科学研究和技术服务业
000711.SZ,京蓝科技,,,,,,,"344,586.0400","1,118,623.1100","293,542.4700","33,833.3600",建筑业
000712.SZ,锦龙股份,,,,,,,,,,,金融业
000713.SZ,丰乐种业,,"6,170,913.4800","9,749,909.5300","9,070,228.0700","5,484,580.0700","5,606,032.6300","6,414,719.0300","5,729,845.0900","8,742,165.1200","9,185,240.3300",农、林、牧、渔业
000715.SZ,中兴商业,,"20,611,092.8200","26,109,949.9500","25,590,463.7000","18,594,233.2700","14,909,715.5500","17,947,987.0400","14,610,805.0300","11,160,210.9900","6,537,880.4900",批发和零售业
000716.SZ,黑芝麻,,,,,,,,,,,制造业
000717.SZ,韶钢松山,,,,,,,,,,,制造业
000718.SZ,苏宁环球,,"82,558,912.9700","94,945,637.2400","89,794,625.9800","70,484,686.5500","53,109,394.0300","51,246,224.5900","43,300,251.4800","39,648,475.0700","25,982,745.4300",房地产业
000719.SZ,中原传媒,,"12,761,626.6400","14,540,677.2400","31,338,367.7100","29,393,802.2500","63,204,278.2600","80,003,812.1200","100,913,476.8500","126,114,559.3700","162,025,479.2500",文化、体育和娱乐业
000720.SZ,新能泰山,,,"115,255.0000","127,120.2500","50,185.0000","20,000.0000","2,264,148.1400","5,296,347.8000","3,702,578.4500","647,791.6500",房地产业
000721.SZ,西安饮食,,"5,528,002.7200","4,508,243.9700","6,110,930.9900","5,585,323.9800","5,592,449.0100","3,498,317.7000","3,411,599.5200","3,548,122.4100","4,396,420.6200",住宿和餐饮业
000722.SZ,湖南发展,,,,,,"12,906.0000","159,380.9100","85,371.8000",,,电力、热力、燃气及水生产和供应业
000723.SZ,美锦能源,,,,,,,,,,,制造业
000725.SZ,京东方A,,,,,,,,,,,制造业
000726.SZ,鲁泰A,,"13,566,774.0000","11,454,636.8100","21,783,975.1500","26,464,912.3000","12,619,004.1000","16,846,415.9100","14,493,972.6800","17,019,745.4000","18,067,874.0400",制造业
000727.SZ,华东科技,,"184,200.3800","405,599.3000","324,494.1000","376,326.2800","1,756,796.1700","5,908,339.7800","1,131,271.0100","1,044,957.7500","707,726,821.7500",制造业
000728.SZ,国元证券,,,,,,,,,,,金融业
000729.SZ,燕京啤酒,,"629,243,706.2800","664,956,815.6100","656,850,511.6900","603,358,346.5200","542,744,148.7900","433,023,560.0500","413,788,635.4000","441,122,641.9400","505,951,559.2200",制造业
000731.SZ,四川美丰,,"8,146,780.4000","11,313,535.4800","8,023,237.8200","9,613,483.1400","21,957,746.6100","5,212,647.1200","8,601,953.9500","5,359,261.5200","2,692,225.2200",制造业
000732.SZ,泰禾集团,,"140,374,883.8700","292,104,304.7400","420,204,367.7600","464,277,058.9700","283,615,473.2900","552,142,218.7400","582,451,994.3800",,"502,249,882.8700",房地产业
000733.SZ,振华科技,,"9,138,564.9400","5,758,463.1800","9,844,329.6000","12,297,636.8900","15,063,226.5600","9,127,217.6200","4,858,364.5100","2,517,706.3300","926,115.5500",制造业
000735.SZ,罗牛山,,"3,032,393.6200","3,227,643.6500","4,149,682.7700","5,367,269.0000","3,191,444.1200","2,951,808.1700","1,651,058.1600","3,723,631.7300","8,215,882.9500",农、林、牧、渔业
000736.SZ,中交地产,,"18,956,807.5000","9,235,082.8500","32,428,240.6000","14,042,401.5100","23,884,479.0900","82,039,224.5900","74,155,972.5600","83,933,328.4200","188,351,991.8200",房地产业
000737.SZ,南风化工,,"21,533,978.4900","22,725,175.8400","20,395,799.5900","15,900,569.2900","13,559,773.1300","5,801,872.7800","2,261,816.9100",0.0000,,制造业
000738.SZ,航发控制,,"619,741.4100","626,283.4700","804,464.1900","764,717.8600","531,748.2900","2,929.8500",0.0000,,,制造业
000739.SZ,普洛药业,,"8,805,044.0700","7,140,468.6300","8,197,485.6400","6,313,814.0500","15,474,709.6200","10,166,651.9300","628,009,785.1200","642,030,801.7100","357,720,520.5900",制造业
000750.SZ,国海证券,,,,,,,,,,,金融业
000751.SZ,锌业股份,,,,,,,,,,,制造业
000752.SZ,*ST西发,,"3,530,696.5700","7,022,741.4400","3,669,538.5500","4,097,904.5900","1,144,474.7700","1,628,238.2500","1,318,063.0500","4,882,597.5900","3,078,041.7300",制造业
000753.SZ,漳州发展,,"10,252,829.8500","11,780,148.6200","15,650,185.4700","17,143,682.1800","22,021,797.8100","19,072,255.7500","31,781,872.4400","20,168,747.2100","15,901,562.7200",批发和零售业
000755.SZ,山西路桥,,"388,534.0000","949,668.4100","1,020,401.3900","160,992.7300","44,819.7800","381,303.9600","1,500.0000",,,交通运输、仓储和邮政业
000756.SZ,新华制药,,"33,609,000.0000","23,073,000.0000","38,653,000.0000","43,122,917.4200","48,936,214.6300","76,891,118.5300","32,453,913.7700","14,312,203.8900","12,836,461.4800",制造业
000757.SZ,浩物股份,,,"508,374.3700","869,166.4400","465,011.5400","838,536.8900","1,163,065.7700","1,331,730.5000","6,368,230.8900","11,872,249.8100",批发和零售业
000758.SZ,中色股份,,,,,,,,,,,采矿业
000759.SZ,中百集团,,"116,802,990.1600","119,388,091.0600","117,857,914.8500","198,206,731.4600","145,170,155.2900","125,785,157.1300","157,681,224.8300","139,746,052.9300","131,110,847.7400",批发和零售业
000760.SZ,*ST斯太,,"5,499,816.5000","94,817.0400","8,718,610.0300","4,806,746.0300","5,467,492.8900","8,491,294.5200","5,578,233.7300",0.0000,,制造业
000761.SZ,本钢板材,,,,,,,,,,,制造业
000762.SZ,西藏矿业,,,,,,,,,,,采矿业
000766.SZ,通化金马,,,"8,326,955.1200","12,559,138.0600","12,562,296.6300","70,021,577.8800","334,531,715.4800","521,939,219.5000","674,049,202.3400","378,480,582.1800",制造业
000767.SZ,晋控电力,,,,,,,,,,,电力、热力、燃气及水生产和供应业
000768.SZ,中航西飞,,"2,097,183.5700","2,665,998.5400","2,021,438.6900","1,929,559.8600","2,643,028.9900","536,039.0500","2,409,957.6600","551,528.5800","320,194.4000",制造业
000776.SZ,广发证券,,,,,,,,,,,金融业
000777.SZ,中核科技,,"21,344,235.4100","21,679,875.1000","21,525,206.7500","16,164,526.1300","6,954,082.6600","5,404,341.5000","7,656,381.8100","10,049,762.6600","8,332,826.5700",制造业
000778.SZ,新兴铸管,,,,,,,,,,,制造业
000779.SZ,甘咨询,,"1,505,843.1400","1,699,159.9000","3,722,337.3400","2,932,752.8500","4,676,682.1800","5,533,321.1400","2,072,760.9800","1,089,026.9500",,科学研究和技术服务业
000780.SZ,*ST平能,,,,,,,,,,,采矿业
000782.SZ,美达股份,,,,,"1,132,195.4000","1,707,921.7300","691,235.9300","591,345.4200","799,025.1700","646,734.7300",制造业
000783.SZ,长江证券,,,,,,,,,,,金融业
000785.SZ,居然之家,,"44,125,923.4300","47,474,920.4900","47,193,470.4400","51,290,025.0300","37,192,207.4100","31,840,101.5300","31,956,621.7800","559,934,156.6500","502,532,237.1800",批发和零售业
